"freq","month","new_threshold","old_threshold"
"30","Nov",36.4215788439551,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",36.3082143823818,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",36.3082143823818,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",34.2955119742339,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.3829237787212,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",36.3082143823818,38.6844299559402
"30","Nov",40.7424624346317,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.681337241714,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",40.4857108017167,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",36.9280182149441,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",34.2955119742339,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",36.4248426129071,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",40.7424624346317,38.6844299559402
"30","Nov",38.681337241714,38.6844299559402
"30","Nov",40.8461595225161,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",38.0071217338566,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",36.8113899844188,38.6844299559402
"30","Nov",38.3829237787212,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",40.18039482003,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",36.3082143823818,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",40.7424624346317,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",34.2955119742339,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.8113899844188,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",40.1325475614999,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.0071217338566,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",40.1063814075381,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",40.567030617449,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",36.8113899844188,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.8113899844188,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",40.4857108017167,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.3829237787212,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",40.8461595225161,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",36.8113899844188,38.6844299559402
"30","Nov",36.9280182149441,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",40.4857108017167,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",36.8113899844188,38.6844299559402
"30","Nov",36.3082143823818,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",40.6684490221399,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",36.9280182149441,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.3829237787212,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",40.6684490221399,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.5656619991444,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",36.9280182149441,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",36.9280182149441,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5656619991444,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",40.7424624346317,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",38.0071217338566,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.2089621024625,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",37.2470117945324,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",40.1325475614999,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",37.3559172470609,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",40.5655746721284,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",38.0071217338566,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.3698089600461,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",40.4857108017167,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",41.4334028064007,38.6844299559402
"30","Nov",38.4004391189857,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",36.9280182149441,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",41.349479006113,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",41.2681591903806,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",40.8461595225161,38.6844299559402
"30","Nov",40.8461595225161,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",37.2761688521638,38.6844299559402
"30","Nov",38.374272965024,38.6844299559402
"30","Nov",40.202772092182,38.6844299559402
"30","Nov",36.9571752725754,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
"30","Nov",38.0868701287537,38.6844299559402
"30","Nov",38.5918281531062,38.6844299559402
"30","Nov",40.7648397067837,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",41.4206840371298,38.6844299559402
"30","Nov",38.1915347446008,38.6844299559402
"30","Nov",38.1117863497037,38.6844299559402
"30","Nov",41.1276422867302,38.6844299559402
"30","Nov",39.9236431871149,38.6844299559402
"30","Nov",38.7515617723961,38.6844299559402
"30","Nov",38.7291845002442,38.6844299559402
"30","Nov",38.6396754116363,38.6844299559402
